study_accession	secondary_study_accession	study_title	study_alias	experiment_accession	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	experiment_alias	sample_accession	secondary_sample_accession	run_accession	submission_accession	tax_id	scientific_name	nominal_length	read_count	base_count	center_name	first_public	last_updated	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA266515	SRP050162	Physcomitrella patens Transcriptome or Gene expression	PRJNA266515	SRX806949	ILLUMINA	Illumina HiSeq 2000	paired end	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000 paired end sequencing; Physcomitrella_patens_Drought_4_0hr	Physcomitrella_patens_Drought_4_0hr	SAMN03217552	SRS788563	SRR1707403	SRA204262	3218	Physcomitrella patens	500.0	12540997.0	2533281394.0	King Abdullah University of Science and Technology	2015-11-24	2016-06-28	Physcomitrella_patens_Drought_4_0hr	1120412557;1198662861;	6b3e4d4638bb17f35108ac112c70c0fe;8bf771bb27a998105016312334d3ed88;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707403/SRR1707403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707403/SRR1707403_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/003/SRR1707403/SRR1707403_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/003/SRR1707403/SRR1707403_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707403/SRR1707403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707403/SRR1707403_2.fastq.gz;							1801600621.0	1f84c38b6e4aa888205e710246f270ae	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/003/SRR1707403	fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/003/SRR1707403	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/003/SRR1707403				Physcomitrella_patens_Drought_4.0hour		Physcomitrella patens Drought 4.0hour	50.0	2015-11-24
PRJNA266515	SRP050162	Physcomitrella patens Transcriptome or Gene expression	PRJNA266515	SRX806953	ILLUMINA	Illumina HiSeq 2000	paired end	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000 paired end sequencing; Physcomitrella_patens_Drought_0_5hr	Physcomitrella_patens_Drought_0_5hr	SAMN03217551	SRS788566	SRR1707410	SRA204262	3218	Physcomitrella patens	500.0	11737980.0	2371071960.0	King Abdullah University of Science and Technology	2015-11-24	2016-06-28	Physcomitrella_patens_Drought_0_5hr	1047492823;1121331692;	27e7fae0726ba01af0c947a6f0be551c;57085c7444b5560fd8bd21836e72dfca;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707410/SRR1707410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707410/SRR1707410_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/000/SRR1707410/SRR1707410_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/000/SRR1707410/SRR1707410_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707410/SRR1707410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707410/SRR1707410_2.fastq.gz;							1684252192.0	b4e8478a776f0019ad0fb2b09c684619	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/000/SRR1707410	fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/000/SRR1707410	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/000/SRR1707410				Physcomitrella_patens_Drought_0.5hour		Physcomitrella patens Drought 0.5hour	50.0	2015-11-24
PRJNA266515	SRP050162	Physcomitrella patens Transcriptome or Gene expression	PRJNA266515	SRX806955	ILLUMINA	Illumina HiSeq 2000	paired ed	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000 paired end sequencing; Physcomitrella_patens_Cold_4_0hr	Physcomitrella_patens_Cold_4_0hr	SAMN03217550	SRS788568	SRR1707630	SRA204262	3218	Physcomitrella patens	500.0	13585816.0	2744334832.0	King Abdullah University of Science and Technology	2015-11-24	2016-06-28	Physcomitrella_patens_Cold_4_0hr	1215283632;1297795810;	82451a2200903951def177bc2246a5c6;df921bba689f53931cf015ef1bc7e7d7;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707630/SRR1707630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707630/SRR1707630_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/000/SRR1707630/SRR1707630_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/000/SRR1707630/SRR1707630_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707630/SRR1707630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR1707630/SRR1707630_2.fastq.gz;							1952497016.0	15846ca660b5245135d376b7f61cd596	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/000/SRR1707630	fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/000/SRR1707630	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/000/SRR1707630				Physcomitrella_patens_Cold_4.0hour		Physcomitrella patens Cold 4.0hour	50.0	2015-11-24
PRJNA266515	SRP050162	Physcomitrella patens Transcriptome or Gene expression	PRJNA266515	SRX806956	ILLUMINA	Illumina HiSeq 2000	paired end	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000 paired end sequencing; Physcomitrella_patens_Cold_0_5hr	Physcomitrella_patens_Cold_0_5hr	SAMN03217549	SRS788569	SRR1707631	SRA204262	3218	Physcomitrella patens	500.0	13266838.0	2679901276.0	King Abdullah University of Science and Technology	2015-11-24	2016-06-28	Physcomitrella_patens_Cold_0_5hr	1182177084;1267310322;	83de57c26a0e4269a38b5ff4172d7e31;1dca02491ff4119eba7ab748f8cc1979;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR1707631/SRR1707631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR1707631/SRR1707631_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/001/SRR1707631/SRR1707631_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/001/SRR1707631/SRR1707631_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR1707631/SRR1707631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR1707631/SRR1707631_2.fastq.gz;							1902985126.0	91c37717ef60e9b27d9dddbc8667069a	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/001/SRR1707631	fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/001/SRR1707631	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/001/SRR1707631				Physcomitrella_patens_Cold_0.5hour		Physcomitrella patens Cold 0.5hour	50.0	2015-11-24
PRJNA266515	SRP050162	Physcomitrella patens Transcriptome or Gene expression	PRJNA266515	SRX806957	ILLUMINA	Illumina HiSeq 2000	paired end	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000 paired end sequencing; Physcomitrella_patens_ABA_4_0hr	Physcomitrella_patens_ABA_4_0hr	SAMN03217548	SRS788570	SRR1707632	SRA204262	3218	Physcomitrella patens	500.0	12324414.0	2489531628.0	King Abdullah University of Science and Technology	2015-11-24	2016-06-28	Physcomitrella_patens_ABA_4_0hr	1101922023;1179143697;	2a8d0b7d48569ced813ac8a433f649ef;a852c476424240d3417e759658d95f50;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1707632/SRR1707632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1707632/SRR1707632_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/002/SRR1707632/SRR1707632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/002/SRR1707632/SRR1707632_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1707632/SRR1707632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1707632/SRR1707632_2.fastq.gz;							1770977060.0	c7a6d2a62f66ed81d4e3e5a1442ca127	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/002/SRR1707632	fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/002/SRR1707632	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/002/SRR1707632				Physcomitrella_patens_ABA_4.0hour		Physcomitrella patens ABA 4.0hour	50.0	2015-11-24
PRJNA266515	SRP050162	Physcomitrella patens Transcriptome or Gene expression	PRJNA266515	SRX806958	ILLUMINA	Illumina HiSeq 2000	paired end	PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	Illumina HiSeq 2000 paired end sequencing; Physcomitrella_patens_ABA_0_5hr	Physcomitrella_patens_ABA_0_5hr	SAMN03217547	SRS788571	SRR1707633	SRA204262	3218	Physcomitrella patens	500.0	12573032.0	2539752464.0	King Abdullah University of Science and Technology	2015-11-24	2016-06-28	Physcomitrella_patens_ABA_0_5hr	1128702864;1205282234;	ce70400406160e96e9731da196c22896;5b46c38353fb1f6401f9e4c4bef59dc6;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707633/SRR1707633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707633/SRR1707633_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/003/SRR1707633/SRR1707633_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/003/SRR1707633/SRR1707633_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707633/SRR1707633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1707633/SRR1707633_2.fastq.gz;							1812000864.0	2bc5eacded1cd4cf65098b3e07de165e	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/003/SRR1707633	fasp.sra.ebi.ac.uk:/vol1/srr/SRR170/003/SRR1707633	ftp.sra.ebi.ac.uk/vol1/srr/SRR170/003/SRR1707633				Physcomitrella_patens_ABA_0.5hour		Physcomitrella patens ABA 0.5hour	50.0	2015-11-24
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688275	ILLUMINA	Illumina HiSeq 2500	wt_1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	wt_1	SAMN04510479	SRS1382817	SRR3350449	SRA407017	3218	Physcomitrella patens		38023839.0	3802383900.0		2016-04-20	2016-06-27	Sample_wt-1.bam	808661970;833501670;	0d9a4ac433b405ca7b23393bc51bd180;53684f354e46e59ecccd12354dcddf5b;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/009/SRR3350449/SRR3350449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/009/SRR3350449/SRR3350449_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/009/SRR3350449/SRR3350449_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/009/SRR3350449/SRR3350449_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/009/SRR3350449/SRR3350449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/009/SRR3350449/SRR3350449_2.fastq.gz;							1292522321.0	4a6ebd805625a2cf7107e7eabc098c51	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/009/SRR3350449	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/009/SRR3350449	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/009/SRR3350449				WT_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688276	ILLUMINA	Illumina HiSeq 2500	wt_2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	wt_2	SAMN04510479	SRS1382817	SRR3350450	SRA407017	3218	Physcomitrella patens		39067109.0	3906710900.0		2016-04-20	2016-06-27	Sample_wt-2.bam	843485398;855392745;	a0aa89f13f71035ad2bf91cc1967e341;178f09cc6f58d405a5f2b8e3a36a5e1b;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/000/SRR3350450/SRR3350450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/000/SRR3350450/SRR3350450_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/000/SRR3350450/SRR3350450_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/000/SRR3350450/SRR3350450_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/000/SRR3350450/SRR3350450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/000/SRR3350450/SRR3350450_2.fastq.gz;							1335724025.0	6856261786bb741d586dfe9350b93d12	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/000/SRR3350450	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/000/SRR3350450	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/000/SRR3350450				WT_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688277	ILLUMINA	Illumina HiSeq 2500	aux/iaa-IAA_2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	aux/iaa-IAA_2	SAMN04510482	SRS1382818	SRR3350451	SRA407017	3218	Physcomitrella patens		39938785.0	3993878500.0		2016-04-20	2016-06-27	Sample_ko-IAA-2.bam	859354077;860086767;	4e8084e3855d06d8876b589cc18dede3;2f03f44550ceca706bcacb1da0ee98a6;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/001/SRR3350451/SRR3350451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/001/SRR3350451/SRR3350451_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/001/SRR3350451/SRR3350451_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/001/SRR3350451/SRR3350451_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/001/SRR3350451/SRR3350451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/001/SRR3350451/SRR3350451_2.fastq.gz;							1323668725.0	721585de96728878c81ebb4a84f58923	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/001/SRR3350451	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/001/SRR3350451	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/001/SRR3350451				aux/iaa, IAA treated_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688278	ILLUMINA	Illumina HiSeq 2500	aux/iaa-IAA_3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	aux/iaa-IAA_3	SAMN04510482	SRS1382818	SRR3350452	SRA407017	3218	Physcomitrella patens		39338018.0	3933801800.0		2016-04-20	2016-06-27	Sample_ko-IAA-3.bam	859030167;857168772;	812069709047c9bb2f38bd09abd757f0;165ca0305a0a78442cfbde5c7f87dfaa;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/002/SRR3350452/SRR3350452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/002/SRR3350452/SRR3350452_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/002/SRR3350452/SRR3350452_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/002/SRR3350452/SRR3350452_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/002/SRR3350452/SRR3350452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/002/SRR3350452/SRR3350452_2.fastq.gz;							1345759444.0	a83107e1e00aadedea55aeaec530fab3	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/002/SRR3350452	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/002/SRR3350452	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/002/SRR3350452				aux/iaa, IAA treated_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688279	ILLUMINA	Illumina HiSeq 2500	wt_3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	wt_3	SAMN04510479	SRS1382817	SRR3350453	SRA407017	3218	Physcomitrella patens		42068532.0	4206853200.0		2016-04-20	2016-06-27	Sample_wt-3.bam	887548524;901398575;	6ddc0498486206e11eb0c00982a9ddd7;d3a4c6ca56527c0a060375b61a1182d3;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/003/SRR3350453/SRR3350453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/003/SRR3350453/SRR3350453_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/003/SRR3350453/SRR3350453_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/003/SRR3350453/SRR3350453_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/003/SRR3350453/SRR3350453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/003/SRR3350453/SRR3350453_2.fastq.gz;							1380735260.0	b034fca486f6934742a2f26e59ef208d	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/003/SRR3350453	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/003/SRR3350453	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/003/SRR3350453				WT_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688280	ILLUMINA	Illumina HiSeq 2500	wt-IAA_1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	wt-IAA_1	SAMN04510480	SRS1382820	SRR3350454	SRA407017	3218	Physcomitrella patens		40168915.0	4016891500.0		2016-04-20	2016-06-27	Sample_wt-IAA-1.bam	876645321;889152682;	b723eeec01910c8e272d008235b18843;4520e6b36b269fcc12a9973436c8e06f;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/004/SRR3350454/SRR3350454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/004/SRR3350454/SRR3350454_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/004/SRR3350454/SRR3350454_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/004/SRR3350454/SRR3350454_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/004/SRR3350454/SRR3350454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/004/SRR3350454/SRR3350454_2.fastq.gz;							1427245383.0	6d023c34d648fa26079ed6d8112f0f1e	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/004/SRR3350454	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/004/SRR3350454	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/004/SRR3350454				WT, IAA treated_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688281	ILLUMINA	Illumina HiSeq 2500	wt-IAA_2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	wt-IAA_2	SAMN04510480	SRS1382820	SRR3350455	SRA407017	3218	Physcomitrella patens		39199228.0	3919922800.0		2016-04-20	2016-06-27	Sample_wt-IAA-2.bam	824847918;873139556;	9bcc011cdd1e5b5bb1147f314a7ce927;fd12dfb2f44c8ab0d2f75f0a04b32c45;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/005/SRR3350455/SRR3350455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/005/SRR3350455/SRR3350455_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/005/SRR3350455/SRR3350455_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/005/SRR3350455/SRR3350455_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/005/SRR3350455/SRR3350455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/005/SRR3350455/SRR3350455_2.fastq.gz;							1316246927.0	f8a10c82c8b6979eb70015788ffe5f09	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/005/SRR3350455	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/005/SRR3350455	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/005/SRR3350455				WT, IAA treated_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688282	ILLUMINA	Illumina HiSeq 2500	wt-IAA_3	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	wt-IAA_3	SAMN04510480	SRS1382820	SRR3350456	SRA407017	3218	Physcomitrella patens		40507077.0	4050707700.0		2016-04-20	2016-06-27	Sample_wt-IAA-3.bam	842072020;892472259;	fc4c928cd2e2a7dbfdc350e4098527f7;70c8dc36f14dd173c57bbd8452551515;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/006/SRR3350456/SRR3350456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/006/SRR3350456/SRR3350456_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/006/SRR3350456/SRR3350456_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/006/SRR3350456/SRR3350456_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/006/SRR3350456/SRR3350456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/006/SRR3350456/SRR3350456_2.fastq.gz;							1374058522.0	f4577cd7caa96a9067d15f521c59e35f	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/006/SRR3350456	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/006/SRR3350456	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/006/SRR3350456				WT, IAA treated_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688283	ILLUMINA	Illumina HiSeq 2500	aux/iaa_1	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	aux/iaa_1	SAMN04510481	SRS1382819	SRR3350457	SRA407017	3218	Physcomitrella patens		32321937.0	3232193700.0		2016-04-20	2016-06-27	Sample_ko-1.bam	697003108;703017806;	24e15adc01b2df0de9cd0e33a6c59fba;ae2ee983a2029c5b91e37bcff226597e;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/007/SRR3350457/SRR3350457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/007/SRR3350457/SRR3350457_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/007/SRR3350457/SRR3350457_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/007/SRR3350457/SRR3350457_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/007/SRR3350457/SRR3350457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/007/SRR3350457/SRR3350457_2.fastq.gz;							1080005491.0	18fd06e95d3f13bb24ce077aac26be93	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/007/SRR3350457	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/007/SRR3350457	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/007/SRR3350457				aux/iaa_1				2016-04-20
PRJNA317343	SRP073030	Physcomitrella patens Raw sequence reads	PRJNA317343	SRX1688284	ILLUMINA	Illumina HiSeq 2500	aux/iaa_2	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	Illumina HiSeq 2500 sequencing; RNAseq of P. patens:protonema	aux/iaa_2	SAMN04510481	SRS1382819	SRR3350458	SRA407017	3218	Physcomitrella patens		42095916.0	4209591600.0		2016-04-20	2016-06-27	Sample_ko-2.bam	874360554;928333520;	8677224c81794ed2dad83f31d40a3881;173b9080b7cb652175aa08908d667b09;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/008/SRR3350458/SRR3350458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/008/SRR3350458/SRR3350458_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/008/SRR3350458/SRR3350458_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR335/008/SRR3350458/SRR3350458_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/008/SRR3350458/SRR3350458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR335/008/SRR3350458/SRR3350458_2.fastq.gz;							1407929200.0	5a300a6ce8c10ab8a178deb2a86c1a23	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/008/SRR3350458	fasp.sra.ebi.ac.uk:/vol1/srr/SRR335/008/SRR3350458	ftp.sra.ebi.ac.uk/vol1/srr/SRR335/008/SRR3350458				aux/iaa_1				2016-04-20
